b00,b01,b02,b03,b04,b05,b06,b07,b10,b11,b12,b13,b14,b15,b16,b17,b20,b21,b22,b23,b24,b25,b26,b27,hand_me,hand_enemy,board_me,board_enemy,solution
2,0,0,2,0,0,2,0,0,2,1,1,2,0,0,1,1,1,2,0,0,1,1,0,2,2,7,6,338
0,2,0,0,0,0,0,2,1,0,0,2,1,1,0,0,2,0,0,0,0,0,2,0,0,0,3,5,441
0,0,0,0,2,0,0,1,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,6,3,479
0,2,0,1,0,0,0,2,2,1,0,2,1,0,2,2,1,0,0,0,2,0,2,1,0,0,5,8,520
0,0,0,1,0,2,0,0,0,1,2,0,0,0,2,0,0,0,1,0,2,0,1,1,0,0,5,4,191
0,0,0,1,1,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,6,6,3,3,15
2,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,2,1,1,1,0,3,5,14
0,0,0,0,1,0,0,0,2,0,1,0,0,1,2,0,2,0,1,2,0,1,0,0,0,0,5,4,295
0,0,1,1,2,1,1,1,1,0,0,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,9,3,568
0,2,0,0,0,0,1,2,1,2,2,1,2,0,0,2,1,0,0,2,2,0,2,0,0,0,4,9,527
0,0,0,2,0,0,0,2,0,0,1,1,0,0,2,0,1,0,0,1,1,0,1,0,0,0,6,3,383
2,0,0,1,1,1,0,0,1,0,0,0,0,2,1,2,0,2,0,2,1,0,2,0,0,0,6,6,232
2,1,0,2,2,1,2,0,0,2,2,1,0,2,0,1,0,2,2,1,1,1,0,0,1,0,7,9,4
0,0,0,0,0,0,0,2,0,1,1,1,1,2,0,2,0,2,0,1,0,0,0,2,0,0,5,5,343
0,2,1,2,2,1,2,2,2,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,2,1,5,7,134
1,0,0,2,0,0,2,0,0,1,1,1,0,0,0,0,2,1,0,1,0,1,0,2,0,0,7,4,24
0,0,0,0,1,0,1,2,0,0,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,7,3,96
0,0,1,0,1,0,0,1,0,0,0,0,2,2,2,0,0,0,2,2,0,0,0,2,0,0,3,6,71
2,0,0,0,0,0,1,2,0,0,2,1,0,0,1,0,2,0,0,1,0,2,0,2,0,0,4,6,328
1,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,4,263
1,1,1,1,0,0,0,2,0,2,2,2,0,0,0,0,0,0,2,1,1,2,0,0,0,0,6,6,55
0,1,0,0,1,2,0,1,0,1,2,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,6,4,48
0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,2,2,4,4,22
0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2,1,0,5,5,4,4,23
2,0,1,0,2,0,1,1,0,1,2,1,1,0,0,1,2,2,2,0,0,1,2,2,0,0,8,8,479
0,0,0,0,2,2,1,1,0,2,2,2,0,0,0,1,0,0,2,1,0,2,2,0,0,0,4,8,343
1,2,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,4,398
0,1,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,2,1,2,0,0,2,2,0,0,6,5,287
0,0,0,1,2,0,0,1,1,2,1,0,0,0,0,2,0,0,1,0,0,0,0,2,3,3,5,4,13
0,1,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,6,5,3,4,434
0,0,0,2,0,1,0,0,0,0,2,0,0,2,0,0,0,0,2,0,1,0,0,1,4,3,3,4,16
2,2,0,0,2,0,0,2,0,0,0,2,0,1,2,2,0,1,1,2,0,0,1,2,0,0,4,9,504
0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,2,0,0,0,3,4,264
2,0,0,1,1,1,2,0,1,0,2,1,0,1,0,0,1,1,0,2,1,0,0,0,0,0,9,4,295
1,0,0,2,1,0,1,2,0,2,2,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,6,5,96
2,1,2,1,1,1,0,0,0,2,2,0,0,0,0,0,2,0,1,0,1,2,0,0,2,2,6,6,430
0,0,0,2,1,1,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,185
0,2,1,0,1,0,2,0,1,0,1,0,0,1,0,2,0,0,1,1,0,0,0,2,0,0,7,4,72
0,0,0,2,2,1,0,0,0,2,1,0,0,2,0,0,1,2,2,2,0,2,0,0,0,0,3,8,519
0,0,0,0,1,2,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,1,1,2,0,0,5,4,168
2,1,0,2,2,1,2,1,0,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,8,5,472
0,0,0,0,2,1,0,2,1,0,0,0,0,2,0,0,0,2,0,1,2,0,2,0,0,0,3,6,343
2,0,0,0,0,0,1,1,2,0,2,2,0,0,0,1,0,1,0,1,0,2,0,0,0,0,5,5,343
2,0,0,1,2,0,0,0,0,2,1,2,0,0,0,1,1,1,0,1,1,2,1,0,0,0,8,5,503
0,2,0,1,1,1,2,2,0,2,2,0,2,2,0,1,0,0,0,2,0,0,0,0,0,0,4,8,552
0,2,1,2,1,0,0,0,0,1,0,2,1,2,2,0,0,0,2,1,0,0,2,1,0,0,6,7,199
2,0,0,2,0,0,2,0,0,1,1,1,0,1,0,0,1,2,1,2,2,0,0,0,0,0,6,6,528
0,1,2,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,5,4,191
2,0,2,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,4,3,232
2,2,1,1,1,1,0,1,0,2,2,0,0,0,2,0,0,0,1,2,0,2,0,1,1,1,7,7,23
1,2,0,0,2,2,2,1,0,0,2,1,0,0,1,2,0,1,0,1,1,1,2,2,0,0,8,8,311
0,0,0,0,0,0,1,2,0,0,0,2,1,2,0,0,2,1,1,2,0,0,0,0,0,0,4,5,360
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,1,0,0,2,0,0,3,4,236
0,0,0,0,2,0,2,1,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,3,4,525
0,0,0,0,1,0,0,0,1,2,2,2,0,2,0,0,1,0,1,2,0,0,0,0,4,4,4,5,10
2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,3,4,120
1,0,0,1,0,1,0,0,0,1,1,2,2,0,1,0,0,0,1,0,0,1,0,0,1,1,8,2,253
2,1,2,0,0,0,0,0,2,1,1,1,2,0,0,0,1,2,2,1,1,0,0,0,0,0,7,6,575
0,0,0,0,1,0,1,2,1,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,3,4,241
0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,1,2,1,2,5,4,4,5,23
0,0,0,2,2,1,0,1,2,2,2,1,2,0,1,0,2,0,2,0,0,0,2,0,0,0,4,9,103
0,1,0,1,1,1,2,2,0,2,1,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,8,4,264
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,3,3,186
0,2,0,1,1,1,0,0,0,2,0,0,1,2,0,0,1,0,2,2,1,0,0,0,3,3,6,5,20
0,2,0,0,2,1,2,1,0,1,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,7,4,520
1,2,1,0,2,0,2,2,1,0,1,2,0,2,1,0,0,0,0,0,0,1,2,0,0,0,6,7,376
0,0,1,2,1,1,1,2,0,2,2,2,2,1,1,0,0,0,0,2,1,0,0,2,1,0,7,8,0
2,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,2,2,2,2,0,0,5,7,287
0,0,1,0,0,1,0,0,2,1,1,2,2,1,2,0,2,0,0,1,1,2,2,2,0,0,7,8,383
1,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1,2,0,2,1,0,0,0,7,3,424
2,0,0,0,0,1,1,1,1,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,6,3,456
1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2,2,1,1,2,2,0,2,2,0,0,5,7,568
1,0,2,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,372
1,1,2,0,1,2,0,2,0,0,1,2,0,1,0,2,1,0,2,2,1,1,0,0,0,0,8,7,376
2,2,0,1,0,0,0,1,0,1,1,1,2,0,2,0,0,1,1,2,0,2,0,0,1,1,7,6,11
0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,1,1,0,2,2,0,0,3,4,567
0,1,0,1,0,1,0,2,0,0,1,0,0,2,0,0,1,2,1,0,1,0,1,0,0,0,8,3,55
0,0,0,1,2,1,1,0,1,0,1,1,0,2,0,1,1,2,1,2,2,2,2,0,0,0,9,7,408
0,0,0,2,0,0,2,1,2,0,2,1,0,0,0,1,0,0,2,0,0,2,2,2,2,1,3,8,9
1,2,2,1,2,0,0,2,1,0,1,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,6,6,359
0,1,2,2,1,2,0,0,1,0,0,2,2,0,2,0,2,0,0,0,2,1,1,1,0,0,6,8,455
0,1,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,4,4,263
0,0,0,0,0,2,2,2,1,0,0,0,2,1,0,1,0,0,0,2,2,0,0,0,0,0,3,6,551
0,0,0,0,1,1,0,2,0,0,1,0,0,1,0,0,1,0,2,2,0,2,0,0,0,0,5,4,288
0,0,1,2,0,1,2,2,0,2,0,1,0,1,0,2,1,0,1,0,1,0,1,0,0,0,8,5,312
0,0,0,2,0,1,1,2,1,2,1,0,2,0,2,1,2,1,2,1,0,0,0,0,0,0,7,7,263
2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,2,0,0,6,6,3,3,20
2,1,0,1,2,2,0,1,0,2,2,1,0,1,0,0,1,0,2,1,2,1,2,0,1,1,8,8,4
0,2,0,2,2,0,0,0,0,2,1,0,1,2,0,0,1,0,2,0,1,2,0,2,0,0,4,8,312
2,0,0,0,2,1,1,1,1,2,0,2,1,1,1,2,0,1,0,0,0,0,2,0,0,0,8,6,504
0,0,2,0,1,0,0,1,1,0,0,1,0,2,1,0,0,2,0,0,0,0,2,0,0,0,5,4,232
0,2,0,1,1,1,0,1,2,2,1,0,2,0,0,2,2,0,1,1,0,0,0,0,0,0,7,6,335
2,0,0,2,1,0,1,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,4,528
1,2,2,2,2,2,0,1,0,1,1,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,8,6,503
1,0,0,0,2,2,1,0,1,1,0,2,1,0,0,2,1,0,0,1,2,1,0,0,0,0,8,5,167
0,0,0,1,1,2,0,0,2,0,2,0,1,2,1,0,2,0,0,0,2,0,0,0,0,0,4,6,95
1,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,1,2,0,2,1,0,0,4,4,4,4,13
0,1,1,0,2,0,0,1,2,1,1,2,0,0,0,1,0,0,2,0,0,2,0,0,0,0,6,5,185
1,0,0,1,2,0,1,1,0,0,1,1,0,2,0,2,1,0,1,2,0,1,0,0,0,0,9,4,376
0,2,2,0,2,0,1,1,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,1,0,0,3,7,133
1,1,0,2,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,65
0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,7,6,2,3,11
1,2,2,2,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,1,1,0,2,2,0,0,6,6,424
2,2,0,0,2,1,0,1,0,1,1,2,1,2,1,1,2,1,0,0,2,2,1,2,0,0,9,9,432
1,0,1,2,0,0,1,2,2,0,1,2,2,2,2,0,0,0,1,1,1,1,0,0,0,0,8,7,343
1,2,0,0,1,0,2,0,0,2,2,0,0,0,0,1,1,1,0,1,0,2,1,0,2,2,7,5,23
0,2,2,1,1,0,2,1,0,0,2,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,5,6,287
0,0,2,0,2,0,0,0,0,0,2,1,2,1,0,0,1,0,0,2,0,0,1,0,0,0,4,5,143
1,1,2,0,2,0,0,0,1,0,1,0,1,2,0,0,0,0,0,2,1,1,2,2,0,0,7,6,376
0,1,0,0,1,2,1,0,0,1,1,0,0,2,0,2,2,0,0,0,0,1,0,0,0,0,6,4,408
0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,3,3,200
2,1,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,4,4,3
1,1,2,0,1,0,0,1,0,1,2,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,6,4,191
2,0,2,0,2,1,0,2,1,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,0,0,6,5,119
2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,1,0,1,0,0,0,0,3,4,330
0,0,2,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,1,0,0,2,1,0,0,6,3,480
0,0,0,2,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,6,3,151
2,0,0,0,1,2,0,0,2,2,0,0,0,2,1,1,0,1,0,0,2,2,0,0,0,0,4,7,504
1,1,0,2,0,1,0,2,1,1,1,1,2,1,1,0,0,2,0,0,0,2,0,0,0,0,9,5,48
0,1,0,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,3,383
1,0,0,0,0,0,0,0,1,2,1,0,2,1,0,0,0,1,0,2,0,1,1,0,0,0,7,3,280
1,1,1,1,1,2,2,2,2,1,2,0,0,1,2,0,0,1,2,0,0,2,0,0,0,0,8,8,504
0,0,0,1,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,4,3,336
2,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,2,0,1,1,0,2,2,1,0,0,9,4,103
1,1,0,2,2,1,2,0,0,2,2,1,0,0,1,0,0,0,1,1,1,2,2,1,0,0,9,7,103
1,0,2,2,2,0,0,0,0,1,1,1,2,0,0,2,2,1,1,0,0,1,1,1,0,0,9,6,151
0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,2,1,0,2,2,0,0,0,7,3,199
0,0,1,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,1,2,2,0,0,0,0,6,3,232
0,0,2,1,0,0,2,1,0,2,1,2,0,2,1,2,0,0,1,0,0,0,0,0,0,0,5,6,359
0,0,1,1,2,0,0,1,0,0,1,0,0,2,1,0,2,0,2,1,0,1,0,1,0,0,8,4,71
0,0,0,1,2,0,1,0,0,2,1,0,2,1,0,1,0,0,1,2,0,0,0,0,0,0,6,4,288
0,2,2,0,0,1,0,0,0,0,1,1,2,1,2,2,0,1,0,0,1,2,2,0,0,0,6,7,504
2,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,3,72
0,2,1,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4,3,191
0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,0,0,1,1,2,1,0,1,0,0,0,6,3,504
0,1,0,0,1,0,2,1,0,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,5,68
0,0,0,1,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,227
0,1,0,0,2,0,1,0,1,0,0,2,2,0,0,2,1,0,0,0,0,2,0,0,0,0,4,5,48
1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,2,4,4,3,3,13
0,2,1,1,0,1,0,2,0,0,2,0,1,2,0,1,0,0,0,2,0,1,0,1,0,0,7,5,167
0,0,0,2,0,2,0,2,2,1,1,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,3,7,200
0,0,0,1,2,0,0,0,2,0,1,0,2,1,0,0,1,2,1,2,0,2,0,0,3,2,5,6,12
1,0,1,0,1,2,0,0,1,2,2,2,0,1,0,2,0,0,1,1,0,1,2,0,0,0,8,6,456
2,1,0,1,0,2,2,1,1,2,2,1,0,0,0,2,1,0,2,1,0,2,2,1,0,0,8,9,216
0,0,0,2,0,1,0,1,0,1,2,1,1,2,0,0,2,1,2,0,0,0,0,2,0,0,6,6,263
0,2,0,0,0,0,2,1,0,0,1,2,1,1,1,1,0,0,2,0,0,0,0,0,0,0,6,4,424
1,0,1,0,1,0,1,2,0,1,2,1,2,0,0,0,1,0,0,0,2,1,2,0,0,0,8,5,232
1,1,0,1,2,0,0,0,0,0,1,2,0,2,0,2,0,2,0,1,2,0,0,0,0,0,5,6,336
2,0,0,1,1,2,2,2,0,0,2,1,1,2,0,0,1,0,0,1,2,0,1,0,0,0,7,7,144
2,2,1,0,1,0,1,0,0,2,1,0,0,2,1,0,1,0,2,0,1,2,2,1,0,0,8,7,312
0,2,0,2,1,0,0,0,0,2,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,4,4,240
2,1,1,2,0,0,2,2,0,0,2,0,2,1,0,0,0,0,2,0,0,2,0,0,0,0,3,8,50
0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,2,2,2,2,1,2,1,2,0,0,0,7,6,168
0,2,1,0,0,2,0,0,0,0,0,2,1,1,1,1,1,1,2,1,2,2,0,1,0,0,9,6,120
2,0,2,1,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,2,0,0,3,2,3,6,13
2,0,0,0,1,2,2,0,1,2,2,2,0,2,1,1,1,2,1,2,1,0,0,0,1,0,7,9,6
0,0,1,1,0,0,0,0,1,2,2,2,1,2,1,0,2,1,2,2,0,0,0,1,1,0,7,7,12
0,2,0,0,2,1,0,2,0,0,0,2,1,2,2,1,2,0,0,2,1,0,0,0,0,0,4,8,479
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,4,3,222
2,0,0,0,1,0,2,2,2,0,2,2,1,2,0,0,1,2,0,0,0,2,0,0,0,0,3,9,514
0,2,2,0,0,0,0,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,2,0,1,2,0,0,0,3,4,182
0,0,0,0,2,0,0,0,0,2,2,2,0,1,0,0,2,0,0,1,0,1,1,2,4,3,4,6,12
1,0,0,0,0,0,1,1,2,1,0,2,1,1,2,1,2,1,0,2,0,1,2,0,0,0,9,6,199
0,2,0,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,0,0,0,5,5,2,4,20
0,0,0,1,2,1,0,1,0,0,2,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,6,3,472
0,2,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,5,4,336
0,0,1,1,2,0,2,2,0,2,1,1,2,1,2,2,1,1,1,0,0,0,0,0,0,0,8,7,359
0,0,2,0,1,2,0,0,0,2,2,0,1,2,1,0,0,0,0,2,2,1,1,1,0,0,6,7,239
1,2,2,2,1,0,1,1,1,0,2,2,0,0,2,0,0,2,1,0,2,0,0,0,0,0,6,8,456
0,2,0,2,0,0,2,1,1,0,2,0,1,0,0,2,0,1,2,0,0,1,1,0,2,2,6,6,23
2,2,1,1,0,0,0,0,1,1,1,2,1,2,1,2,0,2,0,2,0,0,2,1,0,0,8,8,216
0,0,0,0,1,0,0,1,2,0,0,0,2,0,2,0,1,2,0,0,0,0,0,0,0,0,3,4,241
0,0,1,0,0,0,2,0,1,0,2,0,1,2,0,2,1,0,2,0,1,0,0,1,0,0,6,5,527
0,0,1,0,1,0,0,2,1,0,1,0,2,2,1,0,2,0,1,0,0,0,0,1,0,0,7,4,71
0,2,0,0,0,2,0,2,0,1,2,1,1,2,1,0,1,1,0,2,0,0,0,1,0,0,7,6,575
0,0,0,1,0,0,0,0,2,0,1,0,0,2,2,1,0,2,0,1,0,2,0,0,0,0,4,5,336
0,1,0,1,2,0,2,2,2,1,0,1,1,1,0,0,2,2,0,1,2,0,0,0,0,0,7,7,222
0,0,2,0,0,1,0,0,0,1,2,0,0,2,0,0,1,0,0,2,0,0,2,1,0,0,4,5,119
0,0,0,2,1,0,1,2,1,2,1,0,2,2,0,1,2,1,2,1,0,0,0,0,0,0,7,7,391
0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,3,274
0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,1,0,0,4,3,55
0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,2,1,0,0,1,2,0,0,3,4,574
0,2,2,0,0,0,2,1,0,0,2,0,0,1,2,0,0,2,1,1,0,0,2,2,0,0,4,8,288
0,1,0,0,0,0,1,2,1,0,2,0,1,2,0,0,0,1,2,1,2,2,2,0,0,0,6,7,504
0,0,0,2,1,0,0,2,0,0,2,1,0,0,1,0,0,0,2,2,2,0,0,0,4,3,3,6,11
1,2,0,0,0,1,0,0,1,1,0,1,2,2,2,0,0,0,0,0,0,0,0,1,0,0,6,4,191
0,0,0,1,0,1,2,2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,2,0,0,5,5,527
0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,0,1,1,0,0,3,4,128
1,1,2,0,2,0,0,0,0,1,0,0,2,2,1,0,0,1,0,1,0,0,1,1,0,0,8,4,504
2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,2,1,2,0,2,0,0,0,3,6,515
0,0,1,0,1,0,1,0,1,0,0,0,2,1,2,0,0,0,0,2,1,2,1,0,0,0,7,4,240
2,1,0,2,1,0,1,0,0,1,0,2,0,0,1,0,0,0,2,2,1,0,0,0,0,0,6,5,199
0,0,0,0,2,0,0,2,1,0,1,0,0,1,0,0,1,1,2,2,0,0,0,0,0,0,5,4,503
0,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,2,0,0,0,1,1,1,0,0,0,3,5,309
2,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,2,0,0,0,0,3,4,328
2,0,1,2,0,1,0,2,0,2,1,0,1,0,1,0,2,0,0,2,0,2,0,1,0,0,6,7,120
0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,2,0,1,0,2,0,0,1,0,0,0,3,4,157
1,2,1,2,2,1,2,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,9,4,343
1,2,0,0,2,2,0,1,2,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,3,3,5,5,12
0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,8,7,1,2,1
0,1,0,0,1,1,2,1,0,0,1,0,1,0,2,2,1,1,1,0,2,0,0,0,0,0,9,4,432
0,0,2,0,1,0,0,2,2,2,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,5,6,377
0,0,2,0,0,2,0,2,1,0,2,0,1,0,0,2,2,1,0,0,0,0,0,2,0,0,3,7,441
1,1,1,0,2,1,0,0,1,1,2,0,2,1,2,1,1,2,0,2,2,2,0,0,0,0,9,8,552
0,2,0,2,0,2,0,1,2,0,2,1,1,2,0,2,1,1,0,2,1,2,0,0,0,0,6,9,424
0,2,1,1,1,1,0,0,0,1,0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,6,4,222
0,0,0,1,0,1,0,0,0,2,1,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0,3,5,267
0,2,0,1,2,1,1,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,3,295
0,2,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,17
0,0,2,2,1,2,0,0,0,2,2,2,0,1,0,0,2,2,0,0,0,2,1,0,0,0,3,9,298
0,1,1,2,0,0,0,2,1,0,2,0,0,2,0,0,1,0,2,0,0,2,2,2,1,0,4,8,34
1,1,1,1,2,2,0,1,0,2,2,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,9,5,480
1,0,0,0,1,0,2,0,0,1,0,2,2,2,2,1,2,0,0,0,0,2,0,2,0,0,4,8,199
2,0,1,0,0,1,0,2,1,2,0,2,0,0,1,2,2,2,0,0,1,2,0,1,0,0,6,8,103
1,0,1,2,1,0,2,1,2,2,1,0,1,0,1,0,0,0,0,2,1,0,2,1,0,0,9,6,71
1,2,0,1,2,2,0,0,1,2,1,1,0,2,0,0,1,0,1,0,1,2,2,2,0,0,8,8,359
0,0,2,1,0,0,1,2,0,1,0,2,1,2,2,0,0,2,0,0,0,0,2,2,0,0,4,8,216
0,0,0,2,2,2,0,0,1,2,1,0,2,0,0,0,0,1,0,1,2,2,2,2,0,0,4,9,343
0,0,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,2,0,0,1,1,2,2,4,4,174
0,0,2,0,1,2,0,0,0,0,2,0,1,1,1,0,0,0,0,2,0,0,2,0,0,0,4,5,480
2,0,0,2,1,0,0,0,0,1,2,1,1,2,1,0,1,2,2,1,2,0,0,1,0,0,8,7,120
1,2,0,2,0,0,0,0,1,1,0,0,2,0,0,1,2,1,0,0,0,1,2,0,3,2,6,5,16
1,0,0,1,0,2,0,0,0,1,2,0,2,2,2,1,2,0,2,1,2,0,0,1,0,0,6,8,120
1,2,1,1,1,1,0,2,0,0,1,2,1,2,2,0,0,0,2,1,1,2,0,0,0,0,9,7,30
2,1,0,2,2,2,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,0,1,4,3,4,6,11
0,0,0,0,0,2,1,0,0,0,2,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,4,3,335
0,0,0,1,1,2,0,0,0,1,2,0,0,1,0,0,1,0,1,1,0,1,2,0,0,0,8,3,288
0,2,0,0,0,0,0,2,1,0,2,0,1,2,2,2,2,1,0,2,0,0,0,0,0,0,3,8,470
0,1,1,1,0,0,0,0,0,1,1,0,0,0,2,1,1,1,1,0,2,0,0,2,0,0,9,3,185
0,1,2,0,0,2,0,0,1,2,2,2,1,1,1,0,0,2,0,0,1,0,0,0,2,2,6,6,8
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,3,3,351
1,0,1,1,2,0,0,0,0,2,1,2,2,2,2,0,0,0,0,1,2,0,2,0,0,0,5,8,336
1,0,0,2,1,2,0,0,0,0,2,1,0,1,1,2,1,1,2,1,0,2,0,2,0,0,8,7,30
1,1,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,2,5,4,4,4,10
1,0,0,2,0,1,0,2,1,1,2,0,2,2,1,0,1,0,0,1,0,1,2,0,0,0,8,6,24
0,2,2,2,1,0,1,0,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,6,4,455
0,0,0,2,0,1,2,0,0,0,2,0,1,1,0,1,0,2,2,0,0,0,0,0,4,4,4,5,319
2,0,0,2,1,0,1,0,1,1,2,0,1,2,1,2,2,1,2,1,0,2,0,0,0,0,8,8,414
